SourceIPaddress,DestinationIPaddress,Ping,PacketSize(Bytes),Average_Delay(secs),Delay(Std.Dev.)(secs),Average_Jitter(secs),Bytes_Received,Average_BitRate(Kbit/s),Average_PacketRate(pkt/s)
192.168.1.23,192.168.4.10,,512,0.002137,0.003234,0.001162,3720704,1981.139737,483.676694
192.168.1.23,10.0.10.22,,512,0.001614,0.002788,0.001022,3790336,2022.918597,493.876611
192.168.1.23,10.0.10.23,,512,0.001127,0.002439,0.000838,3854336,2055.801971,501.904778
192.168.1.23,10.0.10.101,,512,0.001609,0.002674,0.000718,4040192,2155.756403,526.307716
192.168.1.23,192.168.3.10,,512,0.000472,0.001108,8.90E-05,18279424,9750.560221,2380.507867
192.168.1.23,192.168.4.10,,512,0.000793,0.000896,0.000137,11302400,6028.748892,1471.862523
192.168.1.23,10.0.10.22,,512,0.000626,0.000545,0.00011,14122496,7535.745644,1839.781651
192.168.1.23,10.0.10.23,,512,0.000457,0.000727,8.60E-05,18630656,9936.656578,2425.941547
192.168.1.23,10.0.10.101,,512,0.000755,0.001249,0.000136,11670528,6226.435947,1520.125964
192.168.1.23,192.168.3.10,,1024,0.001275,0.002278,0.001086,1334272,711.744165,86.882833
192.168.1.23,192.168.4.10,,1024,0.001864,0.003243,0.001338,1339392,714.840978,87.260862
192.168.1.23,10.0.10.22,,1024,0.001531,0.003297,0.001125,1345536,717.662068,87.605233
192.168.1.23,10.0.10.23,,1024,0.000994,0.001452,0.000769,1332224,710.755343,86.762127
192.168.1.23,10.0.10.101,,1024,0.001884,0.002123,0.001177,1356800,724.087428,88.389579
192.168.1.23,192.168.3.10,,1024,0.000632,0.000926,0.00029,8830976,4710.077752,574.960663
192.168.1.23,192.168.4.10,,1024,0.000911,0.001099,0.00033,8630272,4603.194412,561.91338
192.168.1.23,10.0.10.22,,1024,0.000765,0.00101,0.000306,8558592,4566.254867,557.404159
192.168.1.23,10.0.10.23,,1024,0.000628,0.000931,0.000297,8790016,4688.262637,572.297685
192.168.1.23,10.0.10.101,,1024,0.000894,0.000855,0.000306,8850432,4720.456982,576.227659
192.168.1.23,192.168.3.10,,1024,0.000385,0.000162,3.90E-05,40351744,21527.88077,2627.915133
192.168.1.23,192.168.4.10,,1024,0.000719,0.00049,9.40E-05,24045568,12828.349,1565.960571
192.168.1.23,10.0.10.22,,1024,0.000585,0.000644,9.10E-05,29810688,15910.39574,1942.18698
192.168.1.23,10.0.10.23,,1024,0.000434,0.000412,6.60E-05,38910976,20752.98817,2533.323751
192.168.1.23,10.0.10.101,,1024,0.000732,0.000618,0.000111,23599104,12586.15859,1536.396313
192.168.1.23,192.168.1.22,,512,0.001311,0.002309,0.001096,679936,362.797195,88.573534
192.168.1.23,192.168.1.23,,512,4.90E-05,0.000126,3.00E-05,699392,373.273419,91.131206
192.168.1.23,192.168.1.101,,512,0.001623,0.001966,0.001138,680960,363.504342,88.746177
192.168.1.23,192.168.1.22,,512,0.000603,0.000967,0.000267,4391424,2342.175557,571.820204
192.168.1.23,192.168.1.23,,512,7.80E-05,0.00013,4.10E-05,4362240,2326.681096,568.037377
192.168.1.23,192.168.1.101,,512,0.000754,0.000937,0.000273,4303360,2295.893233,560.520809
192.168.1.23,192.168.1.22,,512,0.000442,0.000319,6.90E-05,19025920,10147.83724,2477.499326
192.168.1.23,192.168.1.23,,512,7.10E-05,0.000107,3.60E-05,7970304,4250.914952,1037.821033
192.168.1.23,192.168.1.101,,512,0.000597,0.0007,0.000104,14417408,7692.092393,1877.952244
192.168.1.23,192.168.1.22,,1024,0.001275,0.002651,0.001139,1319936,704.411853,85.987775
192.168.1.23,192.168.1.23,,1024,3.40E-05,4.40E-05,1.60E-05,1409024,751.671093,91.756725
192.168.1.23,192.168.1.101,,1024,0.001752,0.002212,0.001299,1349632,720.166073,87.910898
192.168.1.23,192.168.1.22,,1024,0.000608,0.0008,0.000279,8473600,4519.531134,551.700578
192.168.1.23,192.168.1.23,,1024,9.40E-05,0.000153,5.40E-05,7795712,4159.437015,507.743776
192.168.1.23,192.168.1.101,,1024,0.000987,0.001414,0.000463,8270848,4411.899251,538.56192
192.168.1.23,192.168.1.22,,1024,0.000414,0.000337,5.90E-05,39609344,21125.42147,2578.7868
192.168.1.23,192.168.1.23,,1024,8.50E-05,0.00012,4.70E-05,15629312,8337.550703,1017.76742
192.168.1.23,192.168.1.101,,1024,0.000566,0.000384,8.60E-05,29687808,15834.06235,1932.868939
192.168.1.101,192.168.3.10,,512,0.001288,0.001915,0.000962,685056,365.443159,89.219521
192.168.1.101,192.168.4.10,,512,0.00129,0.002131,0.001025,679936,362.828025,88.581061
192.168.1.101,10.0.10.22,,512,0.000936,0.001336,0.000824,681472,363.522984,88.750728
192.168.1.101,10.0.10.23,,512,0.001341,0.001643,0.001029,674816,360.047758,87.902285
192.168.1.101,10.0.10.101,,512,0.001267,0.001725,0.001009,673280,359.124301,87.676831
192.168.1.101,192.168.3.10,,512,0.000617,0.000921,0.000278,4349952,2320.213691,566.458421
192.168.1.101,192.168.4.10,,512,0.000576,0.000735,0.000243,4336640,2313.01792,564.701641
192.168.1.101,10.0.10.22,,512,0.000474,0.000762,0.000272,4462080,2380.099217,581.078911
192.168.1.101,10.0.10.23,,512,0.000611,0.000743,0.000265,4358656,2325.052403,567.639747
192.168.1.101,10.0.10.101,,512,0.000644,0.000819,0.000294,4339712,2315.290078,565.256367
192.168.1.101,192.168.3.10,,512,0.000369,0.000263,0.000033,20916736,11157.33085,2723.957726
192.168.1.101,192.168.4.10,,512,0.00039,0.000248,0.000047,20343296,10850.50583,2649.049274
192.168.1.101,10.0.10.22,,512,0.000297,0.000266,0.000056,13552640,7228.124782,1764.678902
192.168.1.101,10.0.10.23,,512,0.000396,0.000234,0.00005,20166144,10755.70846,2625.905386
192.168.1.101,10.0.10.101,,512,0.000405,0.000753,0.000064,19725312,10521.85761,2568.812894
192.168.1.101,192.168.3.10,,1024,0.001428,0.002346,0.001246,1325056,707.159817,86.32322
192.168.1.101,192.168.4.10,,1024,0.001339,0.001876,0.001021,1349632,720.287142,87.925677
192.168.1.101,10.0.10.22,,1024,0.001008,0.003593,0.001014,1315840,702.568444,85.76275
192.168.1.101,10.0.10.23,,1024,0.001189,0.00155,0.000923,1343488,716.418515,87.453432
192.168.1.101,10.0.10.101,,1024,0.001147,0.001526,0.000832,1362944,727.500162,88.806172
192.168.1.101,192.168.3.10,,1024,0.000603,0.000944,0.000272,8699904,4640.242991,566.435912
192.168.1.101,192.168.4.10,,1024,0.0006,0.00088,0.00028,8658944,4618.968753,563.838959
192.168.1.101,10.0.10.22,,1024,0.000461,0.000835,0.000252,9118720,4865.146304,593.88993
192.168.1.101,10.0.10.23,,1024,0.000581,0.000775,0.000248,8817664,4703.701145,574.182269
192.168.1.101,10.0.10.101,,1024,0.000568,0.000698,0.000237,8830976,4710.237594,574.980175
192.168.1.101,192.168.3.10,,1024,0.000387,0.000213,0.000045,40786944,21754.69016,2655.601826
192.168.1.101,192.168.4.10,,1024,0.000408,0.000273,0.000058,39673856,21159.43501,2582.938844
192.168.1.101,10.0.10.22,,1024,0.000299,0.000409,0.000065,26863616,14327.78435,1748.997113
192.168.1.101,10.0.10.23,,1024,0.000407,0.000494,0.000059,39853056,21254.9462,2594.597924
192.168.1.101,10.0.10.101,,1024,0.000386,0.000489,0.000051,40413184,21554.967,2631.221558
192.168.1.101,192.168.1.22,,512,0.001238,0.002132,0.000975,665600,355.265242,86.734678
192.168.1.101,192.168.1.23,,512,0.001735,0.002234,0.001316,666112,355.382696,86.763353
192.168.1.101,192.168.1.101,,512,0.000052,0.000148,0.000034,680960,363.333544,88.704478
192.168.1.101,192.168.1.22,,512,0.000642,0.00105,0.000287,4301312,2294.353052,560.144788
192.168.1.101,192.168.1.23,,512,0.000727,0.000893,0.000281,4220928,2251.521093,549.687767
192.168.1.101,192.168.1.101,,512,0.000079,0.000159,0.000043,4340224,2314.912991,565.164304
192.168.1.101,192.168.1.22,,512,0.000414,0.000342,0.000057,20000256,10667.15593,2604.286115
192.168.1.101,192.168.1.23,,512,0.000575,0.000522,0.000097,14977536,7988.285476,1950.265009
192.168.1.101,192.168.1.101,,512,0.000066,0.000114,0.000032,8148480,4345.962041,1061.025889
192.168.1.101,192.168.1.22,,1024,0.001347,0.00252,0.00122,1320960,704.77709,86.03236
192.168.1.101,192.168.1.23,,1024,0.00148,0.001806,0.000979,1329152,708.398836,86.474467
192.168.1.101,192.168.1.101,,1024,0.000041,0.000058,0.000021,1340416,715.31801,87.319093
192.168.1.101,192.168.1.22,,1024,0.000582,0.000739,0.000249,8175616,4361.107427,532.361746
192.168.1.101,192.168.1.23,,1024,0.000768,0.001091,0.000325,8404992,4485.887155,547.593647
192.168.1.101,192.168.1.101,,1024,0.000093,0.000168,0.000051,8519680,4543.826607,554.666334
192.168.1.101,192.168.1.22,,1024,0.000396,0.000232,0.000051,40029184,21349.80337,2606.177169
192.168.1.101,192.168.1.23,,1024,0.000561,0.000601,0.000091,30201856,16113.31446,1966.957331
192.168.1.101,192.168.1.101,,1024,0.000087,0.000135,0.000045,16136192,8606.211188,1050.562889
